backend,lr,series,n,seed,solved,generations,env_steps,train_seconds,score,steps_per_sec
mlx,0.1,mlx,65536,4,True,2,53169768,1.6670541249914095,90.74169921875,31894446.138798278
metal,0.1,metal,64,0,True,7,201136,0.014147790847346187,84.4951171875,14216777.882161628
metal,0.1,metal,64,1,True,13,290335,0.02164820907637477,91.45263671875,13411502.031216515
metal,0.1,metal,64,2,True,7,200248,0.0113477089907974,88.51318359375,17646557.57055404
metal,0.1,metal,64,3,True,4,104171,0.006493124063126743,85.7001953125,16043278.857332781
metal,0.1,metal,64,4,True,2,48771,0.003168041934259236,91.85498046875,15394682.586928518
metal,0.1,metal,256,0,True,6,680100,0.023273875005543232,97.44091796875,29221605.76345872
metal,0.1,metal,256,1,True,7,822441,0.027036417042836547,93.0361328125,30419748.249071725
metal,0.1,metal,256,2,True,3,339562,0.011439791996963322,89.40234375,29682532.697284732
metal,0.1,metal,256,3,True,4,411535,0.015551541931927204,84.76025390625,26462649.285928465
metal,0.1,metal,256,4,True,3,286993,0.011775583028793335,83.80859375,24371871.804415334
metal,0.1,metal,1024,0,True,7,3161010,0.02826466702390462,95.52783203125,111836095.48014843
metal,0.1,metal,1024,1,True,7,3253166,0.028163458919152617,96.060546875,115510172.572861
metal,0.1,metal,1024,2,True,5,2125209,0.01999287400394678,86.71484375,106298324.07189
metal,0.1,metal,1024,3,True,3,1346759,0.011930208071134984,89.5048828125,112886463.6701911
metal,0.1,metal,1024,4,True,1,429573,0.0039605830097571015,96.77685546875,108462062.00999314
metal,0.1,metal,4096,0,True,6,10946428,0.028665206977166235,84.501953125,381871584.2072784
metal,0.1,metal,4096,1,True,8,14736082,0.035640664980746806,97.1416015625,413462599.75677997
metal,0.1,metal,4096,2,True,4,7307256,0.017731333966366947,91.24072265625,412109772.10516196
metal,0.1,metal,4096,3,True,3,5463836,0.013243958819657564,89.7138671875,412553079.81554663
metal,0.1,metal,4096,4,True,3,4688354,0.013404874945990741,87.2568359375,349749924.4782017
metal,0.1,metal,16384,0,True,6,44548706,0.26363345701247454,92.66796875,168979713.36730623
metal,0.1,metal,16384,1,True,8,58776640,0.35050987417344004,87.2060546875,167688970.64199686
metal,0.1,metal,16384,2,True,4,28922494,0.17607312405016273,87.6201171875,164264104.22387952
metal,0.1,metal,16384,3,True,4,27736024,0.17688145907595754,85.89794921875,156805716.91852352
metal,0.1,metal,16384,4,True,2,13280391,0.08863220806233585,93.693359375,149837077.17920983
metal,0.1,metal,65536,0,True,6,177054460,1.267712498898618,90.01025390625,139664521.84846643
metal,0.1,metal,65536,1,True,8,237844448,1.6728717068908736,99.39794921875,142177339.1350179
metal,0.1,metal,65536,2,True,4,116236752,0.8806483750231564,90.45458984375,131989969.31884827
metal,0.1,metal,65536,3,True,4,110932694,0.9067596261156723,86.6552734375,122339692.68703268
metal,0.1,metal,65536,4,True,2,53169768,0.4576418340438977,90.74169921875,116182053.3978978
